Concept_Level_2,Concept_Level_1,Concept_Level_0,Rule Name (Old) , The Questions,Rule_Question Number (Keep!),Concept Class
Verbs,Irregular Past Participles,Been,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""Eva has {Irregular Past Participles: Been} thinking about studying Spanish.""}",1939,Grammar Concepts
Verbs,Irregular Past Participles,Been,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""Kate had {Irregular Past Participles: Been} sick for two days.""}",1940,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""I have {Irregular Past Participles: Eaten} at this restaurant every week for a year.""}",1922,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""A raccoon has {Irregular Past Participles: Eaten} all the fish.""}",1923,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""A hungry bear had voraciously {Irregular Past Participles: Eaten} all the salmon.""}",1924,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""I have once {Irregular Past Participles: Eaten} caribou meat.""}",1925,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""Half {Irregular Past Participles: Eaten} strawberries were all over the floor.""}",1926,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""Have you {Irregular Past Participles: Eaten} Thai cuisine before?""}",1927,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""Our goats have {Irregular Past Participles: Eaten} almost anything given to them.""}",1928,Grammar Concepts
Verbs,Irregular Past Participles,Eaten,"Irregular Past Participles: Eaten, Irregular Past Participles: Been, Regular Past Participles","{""0"":""The zoo's pandas have {Irregular Past Participles: Eaten} twice their weight in bamboo.""}",1929,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Became,Became,"{""0"":""They have {become} good friends.""}",1165,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Became,Became,"{""0"":""Our coach {became} very upset with us for skipping practice.""}",1465,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Broke,Broke,"{""0"":""I {broke} my arm when I was skating.""}",1422,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Broke,Broke,"{""0"":""I am sorry that I {broke} your window.""}",1423,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Built,Built,"{""0"":""We {built} a birdhouse in the front yard.""}",1429,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Built,Built,"{""0"":""We {built} sculptures out of modeling clay last week.""}",1430,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Broke,"Built/Build, Break/Broke","{""0"":""I {broke} the chocolate in half before eating it.""}",1424,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Broke,"Built/Build, Break/Broke","{""0"":""Eli {broke} the school record by 30 seconds.""}",1425,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Built,"Built/Build, Break/Broke","{""0"":""Rome wasn't {built} in a day.""}",1426,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Built,"Built/Build, Break/Broke","{""0"":""I {built} sand castles every time I went to the beach.""}",1427,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Built,"Built/Build, Break/Broke","{""0"":""I {built} a tree house last summer.""}",1428,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Came,Came,"{""0"":""Our new neighbors {came} by and introduced themselves.""}",1431,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Came,Came,"{""0"":""My cousins {came} to visit last weekend.""}",1432,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Came,"Came, Went, Did","{""0"":""Mika {came} close to winning the election.""}",1433,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Did,"Came, Went, Did","{""0"":""Reese {did} one hundred pushups before stopping.""}",1434,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Went,"Came, Went, Did","{""0"":""We {went} to the top of the hill with our sled.""}",1435,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Did,Did,"{""0"":""Lou {did} most of the cleaning while I went to the store.""}",1436,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Did,Did,"{""0"":""Kim {did} very well on her exam.""}",1437,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Dug,Dug,"{""0"":""Blackbeard {dug} a deep hole and buried his chest there, where nobody would look.""}",885,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Dug,Dug,"{""0"":""When they built the house, they made sure they {dug} the foundation deep enough.""}",887,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Dug,Dug,"{""0"":""Blackbeard {dug} a deep hole and buried his chest there, where nobody would look.""}",1473,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Found,Found,"{""0"":""I {found} three quarters in the couch.""}",1474,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Wrote,Irregular Past Tense Verbs: Wrote,"{""0"":""Ian {Irregular Past Tense Verbs: Wrote} a five page essay for his final project.""}",1440,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Wrote,Irregular Past Tense Verbs: Wrote,"{""0"":""My uncle {Irregular Past Tense Verbs: Wrote} to us every week when he was in Korea.""}",1441,Grammar Concepts
Nouns & Pronouns,Irregular Past Tense Verbs,Spoke,"Irregular Past Tense Verbs: Wrote, Spoke","{""0"":""The radio show host {spoke} with a soothing voice.""}",1444,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Spoke,"Irregular Past Tense Verbs: Wrote, Spoke","{""0"":""I {spoke} French well.""}",1445,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Wrote,"Irregular Past Tense Verbs: Wrote, Spoke","{""0"":""The stenographer {Irregular Past Tense Verbs: Wrote} everything said in court.""}",1442,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Wrote,"Irregular Past Tense Verbs: Wrote, Spoke","{""0"":""I just {Irregular Past Tense Verbs: Wrote} that essay.""}",1443,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Wrote,"Irregular Past Tense Verbs: Wrote, Spoke","{""0"":""We {Irregular Past Tense Verbs: Wrote} lots of essays in English class.""}",1446,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Knew,Knew,"{""0"":""My teacher {knew} nobody did their work Commas for Commas for Yes and No and Noterday.""}",1456,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Became,"Knew, Made, Became","{""0"":""Zach isn't related to us, but over time he {became} one of the family.""}",1462,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Became,"Knew, Made, Became","{""0"":""I had to study abroad before I {became} fluent in German.""}",1463,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Knew,"Knew, Made, Became","{""0"":""Jake {knew} the answer, so he raised his hand.""}",1457,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Knew,"Knew, Made, Became","{""0"":""My sister {knew} I ate the last cookie, but didn't say anything.""}",1458,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Knew, Made, Became","{""0"":""I {made} a lot of mistakes this year, but I learned a lot too.""}",1459,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Knew, Made, Became","{""0"":""Cody {made} a recording of his new song.""}",1460,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Knew, Made, Became","{""0"":""My mom {made} me a sandwich this morning.""}",1461,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,Lost,"{""0"":""I {lost} many games before becoming this skilled.""}",753,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,Lost,"{""0"":""I {lost} many games before becoming this skilled.""}",1884,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,Lost,"{""0"":""Adrian checked the {lost} luggage for his bag.""}",1885,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,Made,"{""0"":""Using only three colors, Shaun {made} a beautiful painting.""}",1464,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,Made,"{""0"":""We have {made} many quilts over the years.""}",1914,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,Made,"{""0"":""She liked what Sam had {made} when he was studying origami.""}",1915,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Gone,"Made, Lost, Gone","{""0"":""By the time I came outside, my car was {gone}!""}",1908,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Gone,"Made, Lost, Gone","{""0"":""The sofa was {gone} before I could buy it.""}",1909,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Gone,"Made, Lost, Gone","{""0"":""They have {gone} home.""}",1910,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Gone,"Made, Lost, Gone","{""0"":""Ann has spontaneously {gone} to London without planning ahead.""}",1911,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Gone,"Made, Lost, Gone","{""0"":""My chance to catch the train is long {gone}.""}",1912,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Gone,"Made, Lost, Gone","{""0"":""The nomadic tribe has {gone} to where there is food.""}",1913,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""I would not say that this is a {lost} cause.""}",1886,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""In all likelihood, the {lost} keys are on the counter.""}",1887,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""I have {lost} my way.""}",1888,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""All is not {lost}.""}",1889,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""She has {lost} her ID.""}",1890,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""My {lost} ferret was in the yard this whole time.""}",1891,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""I found the {lost} footage of that documentary.""}",1892,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""The long {lost} sisters were reunited.""}",1893,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""Mary has {lost} many of her belongings before she bought a purse.""}",1894,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""I have not {lost} contact with my old friends.""}",1895,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Lost,"Made, Lost, Gone","{""0"":""I'm relieved that your {lost} money was found.""}",1896,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""Tyler has {made} it into the final round!""}",1897,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""We have {made} amends after arguing for so long.""}",1898,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""Michelle has {made} cupcakes for everyone.""}",1899,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""We have {made} twenty dollars today.""}",1900,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""The walls of the candy house are {made} out of gingerbread.""}",1901,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""He has {made} this mistake before.""}",1902,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""Jody has {made} a good effort to eat vegetables.""}",1903,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""Ben would have {made} a great chef.""}",1904,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""This shed was {made} to endure harsh weather.""}",1905,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""My galoshes were {made} to resist water.""}",1906,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Made,"Made, Lost, Gone","{""0"":""I have {made} the best spaghetti ever.""}",1907,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Sat,Sat,"{""0"":""I accidentally {sat} on a wet bench.""}",1452,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Sat,Sat,"{""0"":""The monk {sat} quietly meditating for hours.""}",1453,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Hid,"Sat, Hid","{""0"":""My dog {hid} under the blankets during the storm.""}",1450,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Hid,"Sat, Hid","{""0"":""We {hid} in the basement for hours.""}",1451,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Sat,"Sat, Hid","{""0"":""The students {sat} in groups of five.""}",1449,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Saw,Saw,"{""0"":""I can't really tell you what he looked like since I only {saw} him for a moment.""}",1466,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Dug,"Saw, Dug, Found","{""0"":""! '\\""\\""Those gophers {dug} tunnels under my whole lawn!\\""\\""'""}",1469,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Dug,"Saw, Dug, Found","{""0"":""When they built the house, they made sure they {dug} the foundation deep enough.""}",1470,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Found,"Saw, Dug, Found","{""0"":""After looking for hours, I {found} my pet hamster.""}",1471,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Found,"Saw, Dug, Found","{""0"":""After searching for a year, Kira {found} a career as an interpreter.""}",1472,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Saw,"Saw, Dug, Found","{""0"":""I {saw} Hamlet last month, so I don't want to go see it again tonight.""}",1467,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Saw,"Saw, Dug, Found","{""0"":""I'm jealous of my brother, because he {saw} the concert last night.""}",1468,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Spoke,Spoke,"{""0"":""The couple {spoke} very gently to their newborn baby.""}",1447,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Spoke,Spoke,"{""0"":""I {spoke} to her last week, but haven't seen her since.""}",1448,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Went,Went,"{""0"":""My teacher {went} to the West Coast to attend a funeral.""}",212,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Went,Went,"{""0"":""This morning, we {went} swimming at the beach.""}",1438,Grammar Concepts
Verbs,Irregular Past Tense Verbs,Went,Went,"{""0"":""My teacher {went} to the West Coast to attend a funeral.""}",1439,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Plural Nouns Ending with ""F""","rregular Plural Nouns Ending With \\\\F,\\\\ \\\\Fe,\\\\ and \\\\O.\\\\","{""0"":""He ate both {halves} of the cookie.""}",1609,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Plural Nouns Ending with ""F""","rregular Plural Nouns Ending With \\\\F,\\\\ \\\\Fe,\\\\ and \\\\O.\\\\","{""0"":""There are two {wolves} living in the woods.""}",1610,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Plural Nouns Ending with ""Fe""","rregular Plural Nouns Ending With \\\\F,\\\\ \\\\Fe,\\\\ and \\\\O.\\\\","{""0"":""After college, my friends' girlfriends became their {wives}.""}",1607,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Plural Nouns Ending with ""Fe""","rregular Plural Nouns Ending With \\\\F,\\\\ \\\\Fe,\\\\ and \\\\O.\\\\","{""0"":""A butcher uses different kinds of {knives}.""}",1608,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Plural Nouns Ending with ""O""","rregular Plural Nouns Ending With \\\\F,\\\\ \\\\Fe,\\\\ and \\\\O.\\\\","{""0"":""I heard there are two active {volcanoes} on this island.""}",1611,Grammar Concepts
Nouns & Pronouns,Irregular Plural Nouns,"Irregular Plural Nouns Ending with ""O""","rregular Plural Nouns Ending With \\\\F,\\\\ \\\\Fe,\\\\ and \\\\O.\\\\","{""0"":""Let's grow some {tomatoes} in our garden.""}",1612,Grammar Concepts
Contractions,"It's, Its",It's (Contractions),"I've, That's, It's","{""0"":""I don't think {it's} a good idea to jump across that gap.""}",1848,Grammar Concepts
Contractions,"It's, Its",It's (Contractions),"I've, That's, It's","{""0"":""I think {it's} almost 9:30pm.""}",1849,Grammar Concepts
Commonly Confused Words,"It's, Its",It's (Commonly Confused Words),It's,"{""0"":""{It's} a really good thing I brought my raincoat.""}",1852,Grammar Concepts
Commonly Confused Words,"It's, Its",It's (Commonly Confused Words),It's,"{""0"":""{It's} such a shame you are leaving so soon.""}",1853,Grammar Concepts
Contractions,"It's, Its",It's,"It's, Its","{""0"":""I can't believe {it's} already Friday!""}",1215,Grammar Concepts
Contractions,"It's, Its",It's,"It's, Its","{""0"":""{It's} raining cats and dogs.""}",1216,Grammar Concepts
Contractions,"It's, Its",Its,"It's, Its","{""0"":""I dropped my phone and cracked {its} screen.""}",1213,Grammar Concepts
Contractions,"It's, Its",Its,"It's, Its","{""0"":""The old penny lost {its} shine.""}",1214,Grammar Concepts
Commonly Confused Words,"It's, Its",It's,Its vs. It's,"{""0"":""I think {it's} a good day for a walk.""}",1209,Grammar Concepts
Commonly Confused Words,"It's, Its",It's,Its vs. It's,"{""0"":""{It's} almost time for bed.""}",1210,Grammar Concepts
Commonly Confused Words,"It's, Its",Its,Its vs. It's,"{""0"":""We drove our car until {its} tires wore out.""}",1211,Grammar Concepts
Commonly Confused Words,"It's, Its",Its,Its vs. It's,"{""0"":""The lizard lost {its} tail, but it will eventually regrow.""}",1212,Grammar Concepts
Contractions,Let's,Let's,"I'm, You're, Let's","{""0"":""{Let's} celebrate our last day of school together.""}",1860,Grammar Concepts
Contractions,Let's,Let's,"I'm, You're, Let's","{""0"":""{Let's} do this!""}",1861,Grammar Concepts
Contractions,Let's,Let's,Let's,"{""0"":""{Let's} go!""}",1864,Grammar Concepts
Contractions,Let's,Let's,Let's,"{""0"":""{Let's} go to the boardwalk tonight for some fun.""}",1865,Grammar Concepts
Contractions,Let's,Let's,Let's vs Lets,"{""0"":""! '\\""\\""{Let's} get out of here!\\""\\"" said my friend when the ghost showed up.'""}",889,Grammar Concepts
Contractions,Let's,Lets,Let's vs Lets,"{""0"":""Our proctor {lets} us listen to music during study hall.""}",888,Grammar Concepts
Contractions,Let's,Lets,Let's vs Lets,"{""0"":""! '\\""\\""I guess we are lucky, our school {lets} us choose our classes.\\""\\""'""}",890,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Loose,"Loose, Lose","{""0"":""My surfing friends are always telling me to, \\""\\""hang {loose}.\\""\\""""}",811,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Loose,Lose vs. Loose,"{""0"":""The crew beat the ice {loose} from the sails.""}",1225,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Loose,Lose vs. Loose,"{""0"":""The old clothes were {loose} around the crew's necks.""}",1226,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Lose,Lose vs. Loose,"{""0"":""The navigator did not {lose} sight of land.""}",1227,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Lose,Lose vs. Loose,"{""0"":""They made sure not to {lose} all of their supplies.""}",1228,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Loose,"Lose, Loose","{""0"":""They were careful to tie down {loose} gear so it would not be lost.""}",1229,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Loose,"Lose, Loose","{""0"":""It was important to make sure a dog didn't break {loose} from the pack.""}",1230,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Lose,"Lose, Loose","{""0"":""Despite all of the danger, Shackleton did not {lose} a single man.""}",1224,Grammar Concepts
Commonly Confused Words,"Loose, Lose",Lose,"Lose, Loose","{""0"":""The men were optimistic and did not {lose} hope.""}",1231,Grammar Concepts
Commonly Confused Words,"Mary, Marry",Marry,Vocabulary: Mary vs Marry,"{""0"":""In this day and age, you should be able to {marry} when you choose.""}",865,Grammar Concepts
Commonly Confused Words,"Mary, Marry",Mary,Vocabulary: Mary vs Marry,"{""0"":""! '\\""\\""I cannot believe that {Mary} is about to get first place!\\""\\""'""}",864,Grammar Concepts
Commonly Confused Words,"Mary, Marry",Mary,Vocabulary: Mary vs Marry,"{""0"":""! '\\""\\""{Mary} was the quickest learner I ever taught.\\""\\""'""}",875,Grammar Concepts
Commonly Confused Words,"Meant, Mint",Meant,"Meant, Mint","{""0"":""Everybody has uttered the phrase, \\""\\""That's not what I {meant} to say.\\""\\""""}",824,Grammar Concepts
Commonly Confused Words,"Meant, Mint",Meant,"Meant, Mint","{""0"":""! '\\""\\""I {meant} what I said, and I''m not taking it back.\\""\\""'""}",825,Grammar Concepts
Commonly Confused Words,"Meant, Mint",Mint,"Meant, Mint","{""0"":""This year, I decided to grow some {mint} in my garden.""}",823,Grammar Concepts
Commonly Confused Words,"Meant, Mint",Meanwhile,Meanwhile,"{""0"":""Alexis was practicing violin. {Meanwhile,} Sam was cooking dinner.""}",1955,Grammar Concepts
Commonly Confused Words,"Meant, Mint",Meanwhile,Meanwhile,"{""0"":""I waited by the car. {Meanwhile,} Ron was getting dressed inside.""}",1956,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,Misplaced Modifiers,"{""0"":""{The tourist with sunglasses took a pamphlet}.""}",1992,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,Misplaced Modifiers,"{""0"":""{The lady in a red dress bought a new car}.""}",1993,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,Misplaced Modifiers,"{""0"":""{Someone with baggy pants borrowed my pen}.""}",1994,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{That puffin with the orange beak ate an entire fish}.""}",1996,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{A boy with a baseball cap returned my frisbee}.""}",1997,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{Someone in a trenchcoat handed me a note}.""}",1998,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{The smart lady with short hair answered the riddle}.""}",1999,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{His brother in the plaid shirt is really fit}.""}",2000,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{Her friend with the black belt knows karate}.""}",2001,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{That drum with ropes around its edges must be a djembe}.""}",2002,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{The family with matching fanny packs must be tourists}.""}",2003,Grammar Concepts
Adjectives & Adverbs,Misplaced Modifiers,Misplaced Modifiers,,"{""0"":""{Someone in disguise took my wallet}!""}",2004,Grammar Concepts
Verbs,Modal Auxiliaries,Can,Can vs. May,"{""0"":""I {can} juggle a soccer ball for 5 minutes straight.""}",364,Grammar Concepts
Verbs,Modal Auxiliaries,Can,Can vs. May,"{""0"":""Humpback whales {can} hold their breath for more than an hour.""}",618,Grammar Concepts
Verbs,Modal Auxiliaries,May,Can vs. May,"{""0"":""You {may} use the bathroom when class is finished.""}",363,Grammar Concepts
Verbs,Modal Auxiliaries,Must,Should vs. Must,"{""0"":""You {must} go to school today because you have to graduate.""}",365,Grammar Concepts
Verbs,Modal Auxiliaries,Should,Should vs. Must,"{""0"":""You {should} check your bag to see if you packed a raincoat.""}",366,Grammar Concepts
Verbs,Modal Auxiliaries,Should,Should vs. Must,"{""0"":""We {should} write for the school newspaper.""}",619,Grammar Concepts
Nouns & Pronouns,Objective Pronouns,Objective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""Kate sent me a present, so I'll send one back to {her}.""}",2018,Grammar Concepts
Nouns & Pronouns,Objective Pronouns,Objective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""We have discovered many galaxies, but not all of {them}.""}",2019,Grammar Concepts
Nouns & Pronouns,Objective Pronouns,Objective Pronouns,"Subjective, Objective, and Possessive Pronouns","{""0"":""We can see the stars, but we are very far away from {them}.""}",2025,Grammar Concepts
Commonly Confused Words,"Of, Off",Of,Of vs. Off,"{""0"":""Shackleton knew he had to get out {of} the ship once it was trapped.""}",1219,Grammar Concepts
Commonly Confused Words,"Of, Off",Of,Of vs. Off,"{""0"":""Finding food was one {of} their top priorities.""}",1220,Grammar Concepts
Commonly Confused Words,"Of, Off",Off,Of vs. Off,"{""0"":""The crew helped each other get {off} the ice floe.""}",1217,Grammar Concepts
Commonly Confused Words,"Of, Off",Off,Of vs. Off,"{""0"":""He ordered his crew to take the supplies {off} the ship.""}",1218,Grammar Concepts
Commonly Confused Words,"Of, Off",Of,"Of, Off","{""0"":""The ship was made {of} wood, so fires were handled with care.""}",1223,Grammar Concepts
Commonly Confused Words,"Of, Off",Off,"Of, Off","{""0"":""Sometimes an ice floe would crack and everyone would rush to get {off}.""}",1221,Grammar Concepts
Commonly Confused Words,"Of, Off",Off,"Of, Off","{""0"":""When the men set {off} for sea, they had no idea how dangerous it would be.""}",1222,Grammar Concepts
Structure,Parallel Structure,Parallel Structure,,"{""0"":""The bus stopped, {opened} its doors, and let everybody on board.""}",1171,Grammar Concepts
Structure,Parallel Structure,Parallel Structure,,"{""0"":""The team stretched their legs, {practiced} their drills, and then rehearsed their set plays.""}",1172,Grammar Concepts
Structure,Parallel Structure,Parallel Structure,,"{""0"":""The twin babies were laughing, giggling, and {crawling} for hours.""}",1173,Grammar Concepts
Structure,Parallel Structure,Parallel Structure,,"{""0"":""Richie enjoys reading novels, {drawing} comics, and writing articles.""}",1174,Grammar Concepts
Structure,Parallel Structure,Parallel Structure,,"{""0"":""I like to hike, {to swim}, and to surf when I have free time.""}",1175,Grammar Concepts
Structure,Parallel Structure,Parallel Structure,,"{""0"":""We need to buy presents, bake a cake, and {invite} all our friends.""}",1176,Grammar Concepts
Commonly Confused Words,"Passed, Past",Past,Vocabulary: Passed vs Past,"{""0"":""In the {past}, I used to be the best guitarist in Boston.""}",857,Grammar Concepts
Commonly Confused Words,"Passed, Past",Past,Vocabulary: Passed vs Past,"{""0"":""The clock reads half {past} nine.""}",859,Grammar Concepts
Commonly Confused Words,"Passed, Past",Passed,"Vocabulary: Passed, Past","{""0"":""Just before he got tackled, my friend {passed} me the ball.""}",858,Grammar Concepts
Punctuation,Periods in Numbers,Periods in Numbers,Periods and Commas,"{""0"":""She walked {1.2} miles.""}",1978,Grammar Concepts
Punctuation,Periods in Numbers,Periods in Numbers,Periods in Numbers,"{""0"":""Use {1.5} cups of flour to bake a cake.""}",1983,Grammar Concepts
Commonly Confused Words,"Please, Pleas",Pleas,"Please, Pleas","{""0"":""The gods heard the {pleas} of the family and saved the little boy.""}",828,Grammar Concepts
Commonly Confused Words,"Please, Pleas",Pleas,"Please, Pleas","{""0"":""The rescue squad heard the {pleas} for help, and decided to brave the forest fire.""}",830,Grammar Concepts
Commonly Confused Words,"Please, Pleas",Please,"Please, Pleas","{""0"":""! '\\""\\""Can you {please} turn on the baseball game? I want to see who wins!\\""\\""'""}",829,Grammar Concepts
