entry,type,Curriculum Assigned Optimal Status,label,Optional - Curriculum Label,Optional - Highlight,Optional - AutoML Label,Optional - AutoML Primary Feedback,Optional - AutoML Secondary Feedback
it helps scientist assess the well being of the reefs.,prompt,suboptimal,Label_7,,,,,
it helps scientist assess the well being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
it produces health which can help determine the state it is in.,prompt,suboptimal,Label_7,,,,,
"it helps them tell more accurately, how the reef is doing.",prompt,suboptimal,Label_7,,,,,
they provide valuable insights into the overall condition of the ecosystem,test,suboptimal,Label_7,,,,,
"the sounds produced by a coral reef are possible indicators of damage, in turn allowing the scientists to know if they should make an attempt to fix it.",prompt,suboptimal,Label_7,,,,,
the sound from coral reefs determine if they are healthy or not.,prompt,suboptimal,Label_7,,,,,
it helps assess the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
"based on how the coral reefs sound, scientists can determine if it is  healthy or not.",prompt,suboptimal,Label_7,,,,,
the way it sounds helps the scientists monitor their health,test,suboptimal,Label_7,,,,,
the way it sounds helps the scientists check their health.,prompt,suboptimal,Label_7,,,,,
it allows them to see how the coral reef is doing without going in the ocean.,prompt,suboptimal,Label_7,,,,,
depending on its sound it makes demonstrates if it healthy or unhealthy.,prompt,suboptimal,Label_7,,,,,
it lets them know if hes either healthy or unhealthy.,prompt,suboptimal,Label_7,,,,,
it assess the well-being of the reefs and their inhabitants.,test,suboptimal,Label_7,,,,,
the sound they make tells if they are healthy or not.,prompt,suboptimal,Label_7,,,,,
the sounds of the coral reef indicate how healthy or unhealthy it is.,prompt,suboptimal,Label_7,,,,,
the sounds it makes can let the scientists know if it's healthy or not.,prompt,suboptimal,Label_7,,,,,
it helps them better understand the health of coral reefs.,prompt,suboptimal,Label_7,,,,,
it helps scientists assess the well-being of the reefs and their inhabitants.,test,suboptimal,Label_7,,,,,
it allows scientists to have a clear understanding of the environment,prompt,suboptimal,Label_7,,,,,
"depending  on how it sounds, scientists will know if the coral reef is healthy or not.",prompt,suboptimal,Label_7,,,,,
these underwater sounds can help determine whether or not the reef and its inhabitants are healthy or not.,prompt,suboptimal,Label_7,,,,,
it helps them understand the health of coral reefs this helps scientists know what to do to make the environment better.,prompt,suboptimal,Label_7,,,,,
it helps them understand the health of coral reefs.,test,suboptimal,Label_7,,,,,
listening to audio recordings of these underwater sounds help scientists assess the well-being of the reefs and their inhabitans.,prompt,suboptimal,Label_7,,,,,
it help scientist asses the reefs and there inhabitants  for the well-being of the animals.,prompt,suboptimal,Label_7,,,,,
it help scientist asses the reefs and there inhabitants.,prompt,suboptimal,Label_7,,,,,
it helps monitor the coral reefs health by its high rate of accuracy.,prompt,suboptimal,Label_7,,,,,
it helps monitor the coral reefs health.,test,suboptimal,Label_7,,,,,
they can tell whether a reef is healthy or not.,prompt,suboptimal,Label_7,,,,,
it lets scientists figure out how to save the reef,prompt,suboptimal,Label_7,,,,,
it lets scientists figure out how to save the reef.,prompt,suboptimal,Label_7,,,,,
they let scientists know the reef is healthy.,prompt,suboptimal,Label_7,,,,,
they help scientists assess the well being of the reefs and their inhabitants.,test,suboptimal,Label_7,,,,,
it helps determine if the coral reefs are healthy or unhealthy.,prompt,suboptimal,Label_7,,,,,
it helps scientists know how healthy the reefs are.,prompt,suboptimal,Label_7,,,,,
the noise emanating from the reef helps scientists assess the state of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
they are the best way to tell the health of the ocean.,prompt,suboptimal,Label_7,,,,,
the sounds a reef makes tells them whether it is healthy or unhealthy.,test,suboptimal,Label_7,,,,,
they can tell through the sound type the current health and rate of degradation.,prompt,suboptimal,Label_7,,,,,
they can scan massive amounts of recordings to identify healthy and unhealthy reefs.,prompt,suboptimal,Label_7,,,,,
they show that their is life within the coral reef.,prompt,suboptimal,Label_7,,,,,
"they can make predictions on how well a reef is doing, and listen to see if the eco system has died.",prompt,suboptimal,Label_7,,,,,
scientist can make out sound patterns that can be used to determine the heath of coral reefs.,test,suboptimal,Label_7,,,,,
they protect and track the coral reefs and they can possibly bring them back to life.,prompt,suboptimal,Label_7,,,,,
it may be good to know how healthy the coral reef because they can help play an important part in the ocean life.,prompt,suboptimal,Label_7,,,,,
its healthy and scientists can study and anolyz what makes it so healthy.www,prompt,suboptimal,Label_7,,,,,
its healthy and scientists can study and anolyz what makes it so healthy.ww,prompt,suboptimal,Label_7,,,,,
its healthy and scientists can study and anolyz what makes it so healthy.w,test,suboptimal,Label_7,,,,,
its healthy and scientists can study and anolyz what makes it so healthy.,prompt,suboptimal,Label_7,,,,,
"the sounds a reef makes can help determine whether it's full of life, or empty.",prompt,suboptimal,Label_7,,,,,
it reflects the seas state..,prompt,suboptimal,Label_7,,,,,
it reflects the seas state.,prompt,suboptimal,Label_7,,,,,
depending on the sounds they hear; it can tell them the mood and other things about the coral.,test,suboptimal,Label_7,,,,,
depending on the sounds they hear; it can tell them various things about the coral.,prompt,suboptimal,Label_7,,,,,
if they understand what the noise means then they know what is going on with that reef.,prompt,suboptimal,Label_7,,,,,
the machine can help record the sounds of coral reef which can help scientist which is and which is not healthy coral reefs.,prompt,suboptimal,Label_7,,,,,
they can tell when the reef's health starts to decline.,prompt,suboptimal,Label_7,,,,,
the scientists can study and listen to the difference in sounds when a coral reef is healthy and when its not.,test,suboptimal,Label_7,,,,,
they know they are alive.,prompt,suboptimal,Label_7,,,,,
the sounds of a coral reef indicate whether there is life or not.,prompt,suboptimal,Label_7,,,,,
scientists can detect early warning signs of trouble by picking up on simply just the sounds.,prompt,suboptimal,Label_7,,,,,
they can let the scientists know wether the coral reel is healthy based on the types of sound it makes,prompt,suboptimal,Label_7,,,,,
scientist can listen  to the soundscape of a reef to monitor the diversity and abundance.,test,suboptimal,Label_7,,,,,
depending on how much sound they make shows scientists how healthy the reef is.,prompt,suboptimal,Label_7,,,,,
they use the hearings to develop information on the ecosyst,prompt,suboptimal,Label_7,,,,,
they use the hearings to develop information on the ecosystem.,prompt,suboptimal,Label_7,,,,,
how loud or quiet determines it health.,prompt,suboptimal,Label_7,,,,,
they can see how well the reef is doing.,test,suboptimal,Label_7,,,,,
it helps scientists study the well-being of the reef.,prompt,suboptimal,Label_7,,,,,
a coral reefs health determines the sounds that it makes.,prompt,suboptimal,Label_7,,,,,
certain sounds will help scientists determine how much life is in the reef.,prompt,suboptimal,Label_7,,,,,
it helps sciebtists asses the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
it makes sounds to help them.,test,suboptimal,Label_7,,,,,
it tells them how the coral reef is doing.,prompt,suboptimal,Label_7,,,,,
it tells the scientists how the reef is doing.,prompt,suboptimal,Label_7,,,,,
it help show if its unhealthy or healthy.,prompt,suboptimal,Label_7,,,,,
"listening to audio recordings of these underwater sounds helps scientists assess the well-being of the reefs and their inhabitants, to successfully identify reef health",prompt,suboptimal,Label_7,,,,,
listening to audio recordings of these underwater sounds helps scientists assess the well-being of the reefs and their inhabitants.,test,suboptimal,Label_7,,,,,
the health of a reef can be determined by the sounds a reef produces.,prompt,suboptimal,Label_7,,,,,
"they can determine if its healthy or not, by the sound.",prompt,suboptimal,Label_7,,,,,
they can determine if its healthy or not.,prompt,suboptimal,Label_7,,,,,
the sounds help the scientists asses the well-being of the reefs because it tells them faster and more accurately.,prompt,suboptimal,Label_7,,,,,
the sounds help the scientists asses the well-being of the reefs.,test,suboptimal,Label_7,,,,,
they tell scientists the condition of the coral reefs.,prompt,suboptimal,Label_7,,,,,
it depends on the sound they have can help them identify the health of the coral reef.,prompt,suboptimal,Label_7,,,,,
scientists can tell if the reef is healthy or not by their sounds.,prompt,suboptimal,Label_7,,,,,
scientists can tell weather the reef is healthy or not.,prompt,suboptimal,Label_7,,,,,
it help saves the ecosystem and make sure its heathy.,test,suboptimal,Label_7,,,,,
it'll show is the reef is healthy or dying by listing to the sound of the reef and how it looks.,prompt,suboptimal,Label_7,,,,,
", help scientists assess the well- being of the reefs and their inhabitants,",prompt,suboptimal,Label_7,,,,,
", help scientists assess the well- being of the reefs and their inhabitants,  To add to this sentence coral reefs can help out scientist because they are able to go under water and find evidence",prompt,suboptimal,Label_7,,,,,
it'll show is the reef is healthy or dying.,prompt,suboptimal,Label_7,,,,,
it helps scientist asses how well the reefs and their inhabitants are.,test,suboptimal,Label_7,,,,,
"it determines what coral reefs are healthy or unhealthy, it successfully identify healthy reef with high rate of accuracy.",prompt,suboptimal,Label_7,,,,,
it determines what coral reefs are healthy or unhealthy.,prompt,suboptimal,Label_7,,,,,
It helps the scientists help with the plants health by hearing it.,prompt,suboptimal,Label_7,,,,,
It helps the scientists help with the well-being and their inhabitant of the ocean.,prompt,suboptimal,Label_7,,,,,
it helps  scientist protect the ecosystems.,test,suboptimal,Label_7,,,,,
it helps scientists asses the well-being of the reefs.,prompt,suboptimal,Label_7,,,,,
they vary depending on the health of the reef.,prompt,suboptimal,Label_7,,,,,
it lets them know the well-being of the reefs.,prompt,suboptimal,Label_7,,,,,
it lets them know the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
The coral reef's sound determines if the reef is healthy or not.,test,suboptimal,Label_7,,,,,
they can hear if it's unhealthy or health.,prompt,suboptimal,Label_7,,,,,
the reef sounds prove if the reef is helping or not healthy.,prompt,suboptimal,Label_7,,,,,
the spefic sounds that the coral is making helps the sicenticts know if its healthy or not,prompt,suboptimal,Label_7,,,,,
they tell scientists the condition of coral reefs.,prompt,suboptimal,Label_7,,,,,
it can tell them if they are healthy or unhealthy.,test,suboptimal,Label_7,,,,,
it helps scientists assess the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
it helps better pinpoint on what's unhealthy about the reef.,prompt,suboptimal,Label_7,,,,,
it helps better pinpoint on what's unhealthy or healthy about the reef.,prompt,suboptimal,Label_7,,,,,
it can give more accurately on how the reef is doing.,prompt,suboptimal,Label_7,,,,,
it helps them study and monitor them so they can protect the coral reefs.,test,suboptimal,Label_7,,,,,
they can identified reef health and because of the high rate of accuracy.,prompt,suboptimal,Label_7,,,,,
they can identified reef health.,prompt,suboptimal,Label_7,,,,,
they can analyze coral reef health's.,prompt,suboptimal,Label_7,,,,,
scientists assess the well being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
depending on how the reef sounds it can determine if its healthy or not.,test,suboptimal,Label_7,,,,,
the scientists assess the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
it can tell scientists how healthy the coral reef is.,prompt,suboptimal,Label_7,,,,,
they want to see the health of the reef and make sure it's not dying.,prompt,suboptimal,Label_7,,,,,
they will be able to know when the reef is healthy or not by using the sound of the coral.,prompt,suboptimal,Label_7,,,,,
they will be able to know when the reef is healthy or not.,test,suboptimal,Label_7,,,,,
the sounds of a coral reef can provide valuable informatioon to scientist monitoring it health coral reefs known to be vibrant and noisy ecoystem with various ogramisns....,prompt,suboptimal,Label_7,,,,,
they sound differently depending on the status of their health.,prompt,suboptimal,Label_7,,,,,
it helps the scientists evaluate the well being of the coral reefs.,prompt,suboptimal,Label_7,,,,,
Monitoring the sound can help scientists find out which reefs need help and which ones are okay.,prompt,suboptimal,Label_7,,,,,
It helps scientists know if the coral reef is healthy or unhealthy.,test,suboptimal,Label_7,,,,,
it makes sounds to tell if it is healthy or not.,prompt,suboptimal,Label_7,,,,,
they want to understand the health of the coral reefs.,prompt,suboptimal,Label_7,,,,,
", help scientists assess the well- being of the reefs and their inhabitants.",prompt,suboptimal,Label_7,,,,,
The sounds they make determine how they are doing.,prompt,suboptimal,Label_7,,,,,
it helps scientists assess the well-being of the reefs and their inhabitants.,test,suboptimal,Label_7,,,,,
it helps assess the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
it can tell if the coral reef is healthy or unhealthy,prompt,suboptimal,Label_7,,,,,
they are able to tell if a coral is unhealthy by the sound they produce.,prompt,suboptimal,Label_7,,,,,
it can tell them faster how the reef is doing.,prompt,suboptimal,Label_7,,,,,
they change depending on its health.,test,suboptimal,Label_7,,,,,
it assists scientists in making sure reefs and their inhabitants are well.,prompt,suboptimal,Label_7,,,,,
the audio can help scientists further understand the health or coral reefs.,prompt,suboptimal,Label_7,,,,,
the sounds can identify the health and mood of the reefs.,prompt,suboptimal,Label_7,,,,,
by listening to these sounds underwater it helps them assess the health of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
researchers want to understand the health of the coral reefs better.,test,suboptimal,Label_7,,,,,
it can help scientists know about nature and their homes.,prompt,suboptimal,Label_7,,,,,
it helps scientist assess the well-being of the reefs and their inhabitants.,prompt,suboptimal,Label_7,,,,,
it can tell scientists if the coral reef is healthy or not.,prompt,suboptimal,Label_7,,,,,
it can tell scientists if the coral reef is healthy or not and if not healthy scientists can benifit sound technology to bring it back to being healthy.,prompt,suboptimal,Label_7,,,,,
it tells the scientists how healthy a coral reef is.,test,suboptimal,Label_7,,,,,
by using the sounds of the coral reefs it can bring attentions to researchers to help the damaged coral reefs.,prompt,suboptimal,Label_7,,,,,
it can help researchers find unhealthy coral reefs and help them.,prompt,suboptimal,Label_7,,,,,
it can tell them how the reef is doing.,prompt,suboptimal,Label_7,,,,,
the sound reflects how healthy they are.,prompt,suboptimal,Label_7,,,,,
they can distinguish which coral reefs are unhealthy or healthy.,test,suboptimal,Label_7,,,,,
"the soundscape of a coral reef reflects the biodiversity and overall ecological condition of the ecosystem, providing valuable insights into the health of the reef.",prompt,suboptimal,Label_7,,,,,
the soundscape of a coral reef reflects the biodiversity and overall ecological condition of the ecosystem.,prompt,suboptimal,Label_7,,,,,
the underwater sounds can help scientists to monitor the well- being of the reefs.,prompt,suboptimal,Label_7,,,,,
the well-being of the reefs and their inhabitants could be helped scientists.,prompt,suboptimal,Label_7,,,,,
the coral reefs are endangered by pollution and warming oceans.,test,suboptimal,Label_8,,,,,
the species are in danger of perishing.,prompt,suboptimal,Label_8,,,,,
"coral reefs, which house millions of species, are facing serious threats.",prompt,suboptimal,Label_8,,,,,
coral reefs are often facing serious threats.,prompt,suboptimal,Label_8,,,,,
"coral reefs are facing threats like pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
"they are facing threats like pollution, overfishing and global warming.",test,suboptimal,Label_8,,,,,
"pollution, overfishing, and global warming have contributed to their ongoing decline.",prompt,suboptimal,Label_8,,,,,
over 75% of reefs are currently at risk,prompt,suboptimal,Label_8,,,,,
"over 75% of reefs are currently at risk, and this umber is expected to jump to 90% by 2030.",prompt,suboptimal,Label_8,,,,,
they are under threats like pollution and overfishing,prompt,suboptimal,Label_8,,,,,
these reefs are threatened by pollution and global warming.,test,suboptimal,Label_8,,,,,
"pollution, overfishing, and global warming are threatening them.",prompt,suboptimal,Label_8,,,,,
pollution and global warming are threatening them.,prompt,suboptimal,Label_8,,,,,
overfishing and global warming pose serious threats to their health.,prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats like pollution.,prompt,suboptimal,Label_8,,,,,
"according to the coral reef alliance, over 75% of them are at risk.",test,suboptimal,Label_8,,,,,
"over 75% of them are at risk, according to the coral reef alliance.",prompt,suboptimal,Label_8,,,,,
"Millions of species depend on coral reefs, yet they are seriously threatened.",prompt,suboptimal,Label_8,,,,,
There are major risks to coral reefs.,prompt,suboptimal,Label_8,,,,,
"Global warming, overfishing, and pollution are some of the problems that coral reefs face.",prompt,suboptimal,Label_8,,,,,
"Threats to them include global warming, overfishing, and pollution.",test,suboptimal,Label_8,,,,,
"Global warming, pollution, and overfishing have all contributed to their continued decline.",prompt,suboptimal,Label_8,,,,,
"Currently, more than 75% of reefs are under danger.",prompt,suboptimal,Label_8,,,,,
"Reefs are already under risk for over 75% of them, and by 2030, that number is predicted to rise to 90%.",prompt,suboptimal,Label_8,,,,,
Threats to them include overfishing and pollution.,prompt,suboptimal,Label_8,,,,,
Warming temperatures and pollution pose a threat to these reefs.,test,suboptimal,Label_8,,,,,
"They are under threat from global warming, pollution, and overfishing.",prompt,suboptimal,Label_8,,,,,
The two main threats to them are pollution and global warming.,prompt,suboptimal,Label_8,,,,,
Environmental factors like global warming and overfishing are major health risks.,prompt,suboptimal,Label_8,,,,,
"There are significant risks to coral reefs, including as",prompt,suboptimal,Label_8,,,,,
The millions of species that live on coral reefs are seriously threatened.,test,suboptimal,Label_8,,,,,
There are significant risks to coral reefs.,prompt,suboptimal,Label_8,,,,,
"Threats to coral reefs include pollution, overfishing, and climate change.",prompt,suboptimal,Label_8,,,,,
"Global warming, overfishing, and pollution are some of the problems they face.",prompt,suboptimal,Label_8,,,,,
"Their continued decrease has been attributed to pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
"At this time, almost 75% of reefs are under danger.",test,suboptimal,Label_8,,,,,
"At the moment, more than 75% of reefs are at risk, and by 2030, that percentage is predicted to rise to 90%.",prompt,suboptimal,Label_8,,,,,
Threats to them include pollution and overfishing.,prompt,suboptimal,Label_8,,,,,
Pollution and climate change pose a threat to these reefs.,prompt,suboptimal,Label_8,,,,,
"They are under threat from pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
They are under threat from pollution and global warming.,test,suboptimal,Label_8,,,,,
Their health is being threatened by overfishing and global warming.,prompt,suboptimal,Label_8,,,,,
"There are major dangers to coral reefs, which support millions of species.",prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats.,prompt,suboptimal,Label_8,,,,,
"Overfishing, pollution, and global warming are some of the problems that coral reefs face.",prompt,suboptimal,Label_8,,,,,
"Global warming, pollution, and overfishing are some of the problems they face.",test,suboptimal,Label_8,,,,,
"Their continual decrease has been exacerbated by pollution, overfishing, and climate change.",prompt,suboptimal,Label_8,,,,,
Reefs are now under risk for over 75% of them.,prompt,suboptimal,Label_8,,,,,
"By 2030, it is predicted that 90% of reefs would be at risk, up from the present 75%.",prompt,suboptimal,Label_8,,,,,
they are at risk of going extinct.,prompt,suboptimal,Label_8,,,,,
over 75% of reefs are at risk.,test,suboptimal,Label_8,,,,,
they are facing serious threats.,prompt,suboptimal,Label_8,,,,,
marine species are facing threats.,prompt,suboptimal,Label_8,,,,,
75% of reefs are at risk and is expected to jump to 90%.,prompt,suboptimal,Label_8,,,,,
"75% of reefs are currently at risk, and this number is expected to jump up to 90% by 2030.",prompt,suboptimal,Label_8,,,,,
75% of reefs are currently at risk.,test,suboptimal,Label_8,,,,,
75% of reefs are currently at risk,prompt,suboptimal,Label_8,,,,,
? Because over 75% of reefs are currently at risk.,prompt,suboptimal,Label_8,,,,,
? Because over 75% of reefs are currently at risk,prompt,suboptimal,Label_8,,,,,
they're facing serious threats.,prompt,suboptimal,Label_8,,,,,
coral reefs are facing a bunch of threats.,test,suboptimal,Label_8,,,,,
a lot of the coral reefs are at risk.,prompt,suboptimal,Label_8,,,,,
scientist need to protect the important ecosystems.,prompt,suboptimal,Label_8,,,,,
marine species are facing threats and pollution.,prompt,suboptimal,Label_8,,,,,
due to global warming of reefs are currently at risk.,prompt,suboptimal,Label_8,,,,,
due to global warming 75% of reefs are currently at risk.,test,suboptimal,Label_8,,,,,
by 2030 over 70% of Coral Reef are currently at ris,prompt,suboptimal,Label_8,,,,,
by 2030 over 70% of Coral Reef are currently at risk.,prompt,suboptimal,Label_8,,,,,
75% of reefs are at risk and they are jumping to 90% by 2030  the world has to learn about them and safe them before its to late.,prompt,suboptimal,Label_8,,,,,
75% of reefs are at risk and they are jumping to 90% by 2030  the world has to learn and safe them before its to late.,prompt,suboptimal,Label_8,,,,,
75% of reefs are at risk and they are jumping to 90% by 2030  the world has learn and safe them before its to late.,test,suboptimal,Label_8,,,,,
75% of reefs are at risk and they are jumping to 90% by 2030,prompt,suboptimal,Label_8,,,,,
the coral reefs are homes to millions of species that are at threats.,prompt,suboptimal,Label_8,,,,,
over 75 percent of reefs are at risk and the number will jump to over 90 percent by 2030.,prompt,suboptimal,Label_8,,,,,
it can protect the environment and animals around it and decrease pollution and global warming.,prompt,suboptimal,Label_8,,,,,
coral reefs are in danger.,test,suboptimal,Label_8,,,,,
pollution and over fishing  over 75% of the reefs are currently at risk.,prompt,suboptimal,Label_8,,,,,
75% of coral reefs are in danger and computers can find out how to help then,prompt,suboptimal,Label_8,,,,,
marine species are facing serious threats of pollution and using the machine to get the sound of the coral reef can restore it.,prompt,suboptimal,Label_8,,,,,
the Coral Reef alliance are currently at risk.,prompt,suboptimal,Label_8,,,,,
"coral reefs are facing danger due to pollution, overfishing, and global warming because over 75% of coral reefs are in danger.",test,suboptimal,Label_8,,,,,
coral reef is facing threats.,prompt,suboptimal,Label_8,,,,,
the animals in the water a at (risk) of being hurt and being unclean.,prompt,suboptimal,Label_8,,,,,
over 75% of coral reefs are at risk and the number is expected to go up to 90% by 2030.,prompt,suboptimal,Label_8,,,,,
coral reefs are homes to thousands of fish and creatures but sadly they are facing serious threes in the ocean.,prompt,suboptimal,Label_8,,,,,
"it tells the scientist about pollution, overfishing, and global warming.",test,suboptimal,Label_8,,,,,
"pollution, overfishing, and global warming over 75% of reefs are at risk.",prompt,suboptimal,Label_8,,,,,
"coral reefs are facing serious threats like pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
it shows how the reefs are at risk.,prompt,suboptimal,Label_8,,,,,
millions of marine species are facing serious threats.,prompt,suboptimal,Label_8,,,,,
millions of marine species are facing serious threats...,test,suboptimal,Label_8,,,,,
millions of marine species are facing serious threats....,prompt,suboptimal,Label_8,,,,,
millions of marine species are facing serious threats.....,prompt,suboptimal,Label_8,,,,,
millions of marine species are facing serious threats......,prompt,suboptimal,Label_8,,,,,
they are slowly dying.,prompt,suboptimal,Label_8,,,,,
they are over 75% at risk of pollution.,test,suboptimal,Label_8,,,,,
if they don't save coral reefs then many marine species will be in danger.,prompt,suboptimal,Label_8,,,,,
Marine Biologists can protect coral reefs.,prompt,suboptimal,Label_8,,,,,
it benefits the enviroment later on as Coral Reef Alliance says 75% of reefs are at risk.,prompt,suboptimal,Label_8,,,,,
if the coral reef dies it can be a big change for Earth.,prompt,suboptimal,Label_8,,,,,
"According to coral reef alliance, over 75% of reef are currently at risk.",test,suboptimal,Label_8,,,,,
coral reefs are facing serious threats.,prompt,suboptimal,Label_8,,,,,
"coral reefs are facing serious threats from pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
currently over 75% of coral reefs are at risk and by using this technology scientists can help to coral grow back stronger.,prompt,suboptimal,Label_8,,,,,
75% of coral reef are at risk and the number is supposed to jump to 90% in the upcoming years.,prompt,suboptimal,Label_8,,,,,
over 75 percent of all reefs are at risk so they need to monitor and protect these reefs.,test,suboptimal,Label_8,,,,,
there is millions of marine species that are in danger by serious threats.,prompt,suboptimal,Label_8,,,,,
reefs are at risk and expected to jump up to 90% by 2023.,prompt,suboptimal,Label_8,,,,,
reefs are at risk and expected to jump up to 90%.,prompt,suboptimal,Label_8,,,,,
"coral reefs face serious threats such as pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
the coral reefs are dying,test,suboptimal,Label_8,,,,,
"the coral reefs are dying from pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
"the coral reefs are dying by pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
the coral reef are dieding,prompt,suboptimal,Label_8,,,,,
the coral reefs house millions of marine species and are facing serious threts.,prompt,suboptimal,Label_8,,,,,
to help the ones at risk.,test,suboptimal,Label_8,,,,,
"the reefs are being polluted, overfished, and global warming has also contributed to the decline in marine species.",prompt,suboptimal,Label_8,,,,,
Over 75% of reefs are currently at risk and is expected to jump to 90% by 2030.,prompt,suboptimal,Label_8,,,,,
reefs nowadays are at danger.,prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats.,prompt,suboptimal,Label_8,,,,,
75% of reefs are at risk and will be even worse by 2030 if people don't do anything about it.,test,suboptimal,Label_8,,,,,
millions of species live in coral reefs they need protection.,prompt,suboptimal,Label_8,,,,,
scientists said that it facing a serious threats and the numbers is expected to 90% by 2030.,prompt,suboptimal,Label_8,,,,,
scientists said that it facing a serious threats and the numbers is expected to 89% by 2030.,prompt,suboptimal,Label_8,,,,,
they learn more about it like 75% of reefs currently at risk.,prompt,suboptimal,Label_8,,,,,
coral reefs are facing threats over 75% of reefs are at risk.,test,suboptimal,Label_8,,,,,
over 75% of coral reefs are at risk.,prompt,suboptimal,Label_8,,,,,
they need to protect them from climate change.,prompt,suboptimal,Label_8,,,,,
"the pollution, overfishing, and global warming",prompt,suboptimal,Label_8,,,,,
"the pollution, overfishing, and global warming.",prompt,suboptimal,Label_8,,,,,
scientists want to save and protect the reefs because by 2030 the expected percentage of reefs at risk is 90%.,test,suboptimal,Label_8,,,,,
reefs are currently at risk.,prompt,suboptimal,Label_8,,,,,
its currently at risk,prompt,suboptimal,Label_8,,,,,
"pollution, overfishing, and global warming can worsen its health.",prompt,suboptimal,Label_8,,,,,
over 75% of reefs are at risk.,prompt,suboptimal,Label_8,,,,,
3/4ths of reefs are at risk of dying.,test,suboptimal,Label_8,,,,,
they want to understand the health of the coral reefs and they are facing serious threats.,prompt,suboptimal,Label_8,,,,,
coral reefs are the first ecosystem that is damaged and dying.,prompt,suboptimal,Label_8,,,,,
it help monitor and protect the sea of any health problems that can cause serious threats to any of the sea creatures.,prompt,suboptimal,Label_8,,,,,
y are faces serious threats.,prompt,suboptimal,Label_8,,,,,
over 75% of Reefs are currently at risk.,test,suboptimal,Label_8,,,,,
the coral reefs are dying.,prompt,suboptimal,Label_8,,,,,
"the coral reef houses millions of marine species that are facing serious threats such as pollution, overfishing, and global warming .",prompt,suboptimal,Label_8,,,,,
if they didn't many reefs would die.,prompt,suboptimal,Label_8,,,,,
they are dieying out.,prompt,suboptimal,Label_8,,,,,
"some coral reefs, which house millions of marine species, are facing serious threats.",test,suboptimal,Label_8,,,,,
"Pollution, overfishing, and global warming have contributed to their ongoing decline.",prompt,suboptimal,Label_8,,,,,
coral reefs are dying.,prompt,suboptimal,Label_8,,,,,
that are trying to protect these important ecosystems.,prompt,suboptimal,Label_8,,,,,
millions of marine species are facing serious threats.,prompt,suboptimal,Label_8,,,,,
coral reefs are at 75% of reefs are in risk of pollution and overfishing.,test,suboptimal,Label_8,,,,,
75% of reefs are in risk of pollution and overfishing.,prompt,suboptimal,Label_8,,,,,
many coral reefs are dying.,prompt,suboptimal,Label_8,,,,,
the reefs currency is at risk and they are trying to protect it.,prompt,suboptimal,Label_8,,,,,
"marine species are facing many threats like pollution, over fishing, and global warming.",prompt,suboptimal,Label_8,,,,,
coral reed alliance is over 75% of coral reefs are at risk,test,suboptimal,Label_8,,,,,
they are in danger.,prompt,suboptimal,Label_8,,,,,
"there is a staggering amount of reefs endangered, Roughly 75% of the reefs are at risk; an estimation of 90% of reefs will be endangered in a couple years.",prompt,suboptimal,Label_8,,,,,
the pollution the human race are punting in the water.,prompt,suboptimal,Label_8,,,,,
they can protect the ecosystems.,prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats and it is home to millions of marine species......,test,suboptimal,Label_8,,,,,
coral reefs are facing serious threats and it is home to millions of marine species.....,prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats and it is home to millions of marine species....,prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats and it is home to millions of marine species...,prompt,suboptimal,Label_8,,,,,
coral reefs are facing serious threats and it is home to millions of marine species.,prompt,suboptimal,Label_8,,,,,
they want to protect these important ecosystems.,test,suboptimal,Label_8,,,,,
coral reefs are at danger do to pollution.,prompt,suboptimal,Label_8,,,,,
"it could be in danger,",prompt,suboptimal,Label_8,,,,,
"it, could be in danger.",prompt,suboptimal,Label_8,,,,,
it could be in danger.,prompt,suboptimal,Label_8,,,,,
it could be in truble.,test,suboptimal,Label_8,,,,,
