entry,label
they show that their is life within the coral reef.,Label_7
"they can make predictions on how well a reef is doing, and listen to see if the eco system has died.",Label_7
they protect and track the coral reefs and they can possibly bring them back to life.,Label_7
it may be good to know how healthy the coral reef because they can help play an important part in the ocean life.,Label_7
its healthy and scientists can study and anolyz what makes it so healthy.www,Label_7
its healthy and scientists can study and anolyz what makes it so healthy.ww,Label_7
its healthy and scientists can study and anolyz what makes it so healthy.,Label_7
"the sounds a reef makes can help determine whether it's full of life, or empty.",Label_7
it reflects the seas state..,Label_7
it reflects the seas state.,Label_7
depending on the sounds they hear; it can tell them various things about the coral.,Label_7
if they understand what the noise means then they know what is going on with that reef.,Label_7
the machine can help record the sounds of coral reef which can help scientist which is and which is not healthy coral reefs.,Label_7
they can tell when the reef's health starts to decline.,Label_7
they know they are alive.,Label_7
the sounds of a coral reef indicate whether there is life or not.,Label_7
scientists can detect early warning signs of trouble by picking up on simply just the sounds.,Label_7
they can let the scientists know wether the coral reel is healthy based on the types of sound it makes,Label_7
depending on how much sound they make shows scientists how healthy the reef is.,Label_7
they use the hearings to develop information on the ecosyst,Label_7
they use the hearings to develop information on the ecosystem.,Label_7
how loud or quiet determines it health.,Label_7
it helps scientists study the well-being of the reef.,Label_7
a coral reefs health determines the sounds that it makes.,Label_7
certain sounds will help scientists determine how much life is in the reef.,Label_7
it helps sciebtists asses the well-being of the reefs and their inhabitants.,Label_7
it tells them how the coral reef is doing.,Label_7
it tells the scientists how the reef is doing.,Label_7
it help show if its unhealthy or healthy.,Label_7
"listening to audio recordings of these underwater sounds helps scientists assess the well-being of the reefs and their inhabitants, to successfully identify reef health",Label_7
the health of a reef can be determined by the sounds a reef produces.,Label_7
"they can determine if its healthy or not, by the sound.",Label_7
they can determine if its healthy or not.,Label_7
the sounds help the scientists asses the well-being of the reefs because it tells them faster and more accurately.,Label_7
they tell scientists the condition of the coral reefs.,Label_7
it depends on the sound they have can help them identify the health of the coral reef.,Label_7
scientists can tell if the reef is healthy or not by their sounds.,Label_7
scientists can tell weather the reef is healthy or not.,Label_7
it'll show is the reef is healthy or dying by listing to the sound of the reef and how it looks.,Label_7
", help scientists assess the well- being of the reefs and their inhabitants,",Label_7
", help scientists assess the well- being of the reefs and their inhabitants,  To add to this sentence coral reefs can help out scientist because they are able to go under water and find evidence",Label_7
it'll show is the reef is healthy or dying.,Label_7
"it determines what coral reefs are healthy or unhealthy, it successfully identify healthy reef with high rate of accuracy.",Label_7
it determines what coral reefs are healthy or unhealthy.,Label_7
It helps the scientists help with the plants health by hearing it.,Label_7
It helps the scientists help with the well-being and their inhabitant of the ocean.,Label_7
it helps scientists asses the well-being of the reefs.,Label_7
they vary depending on the health of the reef.,Label_7
it lets them know the well-being of the reefs.,Label_7
it lets them know the well-being of the reefs and their inhabitants.,Label_7
they can hear if it's unhealthy or health.,Label_7
the reef sounds prove if the reef is helping or not healthy.,Label_7
the spefic sounds that the coral is making helps the sicenticts know if its healthy or not,Label_7
they tell scientists the condition of coral reefs.,Label_7
it helps scientists assess the well-being of the reefs and their inhabitants.,Label_7
it helps better pinpoint on what's unhealthy about the reef.,Label_7
it helps better pinpoint on what's unhealthy or healthy about the reef.,Label_7
it can give more accurately on how the reef is doing.,Label_7
they can identified reef health and because of the high rate of accuracy.,Label_7
they can identified reef health.,Label_7
they can analyze coral reef health's.,Label_7
scientists assess the well being of the reefs and their inhabitants.,Label_7
the scientists assess the well-being of the reefs and their inhabitants.,Label_7
it can tell scientists how healthy the coral reef is.,Label_7
they want to see the health of the reef and make sure it's not dying.,Label_7
they will be able to know when the reef is healthy or not by using the sound of the coral.,Label_7
the sounds of a coral reef can provide valuable informatioon to scientist monitoring it health coral reefs known to be vibrant and noisy ecoystem with various ogramisns....,Label_7
they sound differently depending on the status of their health.,Label_7
it helps the scientists evaluate the well being of the coral reefs.,Label_7
Monitoring the sound can help scientists find out which reefs need help and which ones are okay.,Label_7
it makes sounds to tell if it is healthy or not.,Label_7
they want to understand the health of the coral reefs.,Label_7
", help scientists assess the well- being of the reefs and their inhabitants.",Label_7
The sounds they make determine how they are doing.,Label_7
it helps assess the well-being of the reefs and their inhabitants.,Label_7
it can tell if the coral reef is healthy or unhealthy,Label_7
they are able to tell if a coral is unhealthy by the sound they produce.,Label_7
it can tell them faster how the reef is doing.,Label_7
it assists scientists in making sure reefs and their inhabitants are well.,Label_7
the audio can help scientists further understand the health or coral reefs.,Label_7
the sounds can identify the health and mood of the reefs.,Label_7
by listening to these sounds underwater it helps them assess the health of the reefs and their inhabitants.,Label_7
it can help scientists know about nature and their homes.,Label_7
it helps scientist assess the well-being of the reefs and their inhabitants.,Label_7
it can tell scientists if the coral reef is healthy or not.,Label_7
it can tell scientists if the coral reef is healthy or not and if not healthy scientists can benifit sound technology to bring it back to being healthy.,Label_7
by using the sounds of the coral reefs it can bring attentions to researchers to help the damaged coral reefs.,Label_7
it can help researchers find unhealthy coral reefs and help them.,Label_7
it can tell them how the reef is doing.,Label_7
the sound reflects how healthy they are.,Label_7
"the soundscape of a coral reef reflects the biodiversity and overall ecological condition of the ecosystem, providing valuable insights into the health of the reef.",Label_7
the soundscape of a coral reef reflects the biodiversity and overall ecological condition of the ecosystem.,Label_7
the underwater sounds can help scientists to monitor the well- being of the reefs.,Label_7
the well-being of the reefs and their inhabitants could be helped scientists.,Label_7
the species are in danger of perishing.,Label_8
"coral reefs, which house millions of species, are facing serious threats.",Label_8
coral reefs are often facing serious threats.,Label_8
"coral reefs are facing threats like pollution, overfishing, and global warming.",Label_8
"pollution, overfishing, and global warming have contributed to their ongoing decline.",Label_8
over 75% of reefs are currently at risk,Label_8
"over 75% of reefs are currently at risk, and this umber is expected to jump to 90% by 2030.",Label_8
they are under threats like pollution and overfishing,Label_8
"pollution, overfishing, and global warming are threatening them.",Label_8
pollution and global warming are threatening them.,Label_8
overfishing and global warming pose serious threats to their health.,Label_8
coral reefs are facing serious threats like pollution.,Label_8
"over 75% of them are at risk, according to the coral reef alliance.",Label_8
"Millions of species depend on coral reefs, yet they are seriously threatened.",Label_8
There are major risks to coral reefs.,Label_8
"Global warming, overfishing, and pollution are some of the problems that coral reefs face.",Label_8
"Global warming, pollution, and overfishing have all contributed to their continued decline.",Label_8
"Currently, more than 75% of reefs are under danger.",Label_8
"Reefs are already under risk for over 75% of them, and by 2030, that number is predicted to rise to 90%.",Label_8
Threats to them include overfishing and pollution.,Label_8
"They are under threat from global warming, pollution, and overfishing.",Label_8
The two main threats to them are pollution and global warming.,Label_8
Environmental factors like global warming and overfishing are major health risks.,Label_8
"There are significant risks to coral reefs, including as",Label_8
There are significant risks to coral reefs.,Label_8
"Threats to coral reefs include pollution, overfishing, and climate change.",Label_8
"Global warming, overfishing, and pollution are some of the problems they face.",Label_8
"Their continued decrease has been attributed to pollution, overfishing, and global warming.",Label_8
"At the moment, more than 75% of reefs are at risk, and by 2030, that percentage is predicted to rise to 90%.",Label_8
Threats to them include pollution and overfishing.,Label_8
Pollution and climate change pose a threat to these reefs.,Label_8
"They are under threat from pollution, overfishing, and global warming.",Label_8
Their health is being threatened by overfishing and global warming.,Label_8
"There are major dangers to coral reefs, which support millions of species.",Label_8
coral reefs are facing serious threats.,Label_8
"Overfishing, pollution, and global warming are some of the problems that coral reefs face.",Label_8
"Their continual decrease has been exacerbated by pollution, overfishing, and climate change.",Label_8
Reefs are now under risk for over 75% of them.,Label_8
"By 2030, it is predicted that 90% of reefs would be at risk, up from the present 75%.",Label_8
they are at risk of going extinct.,Label_8
they are facing serious threats.,Label_8
marine species are facing threats.,Label_8
75% of reefs are at risk and is expected to jump to 90%.,Label_8
"75% of reefs are currently at risk, and this number is expected to jump up to 90% by 2030.",Label_8
75% of reefs are currently at risk,Label_8
? Because over 75% of reefs are currently at risk.,Label_8
? Because over 75% of reefs are currently at risk,Label_8
they're facing serious threats.,Label_8
a lot of the coral reefs are at risk.,Label_8
scientist need to protect the important ecosystems.,Label_8
marine species are facing threats and pollution.,Label_8
due to global warming of reefs are currently at risk.,Label_8
by 2030 over 70% of Coral Reef are currently at ris,Label_8
by 2030 over 70% of Coral Reef are currently at risk.,Label_8
75% of reefs are at risk and they are jumping to 90% by 2030  the world has to learn about them and safe them before its to late.,Label_8
75% of reefs are at risk and they are jumping to 90% by 2030  the world has to learn and safe them before its to late.,Label_8
75% of reefs are at risk and they are jumping to 90% by 2030,Label_8
the coral reefs are homes to millions of species that are at threats.,Label_8
over 75 percent of reefs are at risk and the number will jump to over 90 percent by 2030.,Label_8
it can protect the environment and animals around it and decrease pollution and global warming.,Label_8
pollution and over fishing  over 75% of the reefs are currently at risk.,Label_8
75% of coral reefs are in danger and computers can find out how to help then,Label_8
marine species are facing serious threats of pollution and using the machine to get the sound of the coral reef can restore it.,Label_8
the Coral Reef alliance are currently at risk.,Label_8
coral reef is facing threats.,Label_8
the animals in the water a at (risk) of being hurt and being unclean.,Label_8
over 75% of coral reefs are at risk and the number is expected to go up to 90% by 2030.,Label_8
coral reefs are homes to thousands of fish and creatures but sadly they are facing serious threes in the ocean.,Label_8
"pollution, overfishing, and global warming over 75% of reefs are at risk.",Label_8
"coral reefs are facing serious threats like pollution, overfishing, and global warming.",Label_8
it shows how the reefs are at risk.,Label_8
millions of marine species are facing serious threats.,Label_8
millions of marine species are facing serious threats....,Label_8
millions of marine species are facing serious threats.....,Label_8
millions of marine species are facing serious threats......,Label_8
they are slowly dying.,Label_8
if they don't save coral reefs then many marine species will be in danger.,Label_8
Marine Biologists can protect coral reefs.,Label_8
it benefits the enviroment later on as Coral Reef Alliance says 75% of reefs are at risk.,Label_8
if the coral reef dies it can be a big change for Earth.,Label_8
coral reefs are facing serious threats.,Label_8
"coral reefs are facing serious threats from pollution, overfishing, and global warming.",Label_8
currently over 75% of coral reefs are at risk and by using this technology scientists can help to coral grow back stronger.,Label_8
75% of coral reef are at risk and the number is supposed to jump to 90% in the upcoming years.,Label_8
there is millions of marine species that are in danger by serious threats.,Label_8
reefs are at risk and expected to jump up to 90% by 2023.,Label_8
reefs are at risk and expected to jump up to 90%.,Label_8
"coral reefs face serious threats such as pollution, overfishing, and global warming.",Label_8
"the coral reefs are dying from pollution, overfishing, and global warming.",Label_8
"the coral reefs are dying by pollution, overfishing, and global warming.",Label_8
the coral reef are dieding,Label_8
the coral reefs house millions of marine species and are facing serious threts.,Label_8
"the reefs are being polluted, overfished, and global warming has also contributed to the decline in marine species.",Label_8
Over 75% of reefs are currently at risk and is expected to jump to 90% by 2030.,Label_8
reefs nowadays are at danger.,Label_8
coral reefs are facing serious threats.,Label_8
millions of species live in coral reefs they need protection.,Label_8
scientists said that it facing a serious threats and the numbers is expected to 90% by 2030.,Label_8
scientists said that it facing a serious threats and the numbers is expected to 89% by 2030.,Label_8
they learn more about it like 75% of reefs currently at risk.,Label_8
over 75% of coral reefs are at risk.,Label_8
they need to protect them from climate change.,Label_8
"the pollution, overfishing, and global warming",Label_8
"the pollution, overfishing, and global warming.",Label_8
reefs are currently at risk.,Label_8
its currently at risk,Label_8
"pollution, overfishing, and global warming can worsen its health.",Label_8
over 75% of reefs are at risk.,Label_8
they want to understand the health of the coral reefs and they are facing serious threats.,Label_8
coral reefs are the first ecosystem that is damaged and dying.,Label_8
it help monitor and protect the sea of any health problems that can cause serious threats to any of the sea creatures.,Label_8
y are faces serious threats.,Label_8
the coral reefs are dying.,Label_8
"the coral reef houses millions of marine species that are facing serious threats such as pollution, overfishing, and global warming .",Label_8
if they didn't many reefs would die.,Label_8
they are dieying out.,Label_8
"Pollution, overfishing, and global warming have contributed to their ongoing decline.",Label_8
coral reefs are dying.,Label_8
that are trying to protect these important ecosystems.,Label_8
millions of marine species are facing serious threats.,Label_8
75% of reefs are in risk of pollution and overfishing.,Label_8
many coral reefs are dying.,Label_8
the reefs currency is at risk and they are trying to protect it.,Label_8
"marine species are facing many threats like pollution, over fishing, and global warming.",Label_8
they are in danger.,Label_8
"there is a staggering amount of reefs endangered, Roughly 75% of the reefs are at risk; an estimation of 90% of reefs will be endangered in a couple years.",Label_8
the pollution the human race are punting in the water.,Label_8
they can protect the ecosystems.,Label_8
coral reefs are facing serious threats and it is home to millions of marine species.....,Label_8
coral reefs are facing serious threats and it is home to millions of marine species....,Label_8
coral reefs are facing serious threats and it is home to millions of marine species...,Label_8
coral reefs are facing serious threats and it is home to millions of marine species.,Label_8
coral reefs are at danger do to pollution.,Label_8
"it could be in danger,",Label_8
"it, could be in danger.",Label_8
it could be in danger.,Label_8
analyzing hundreds of hours of sounds is cumbersome.,Label_9
"analyzing is slow, and takes a lot of man-hours to monitor, and reproduce these sounds.",Label_9
analyzing recordings can be a slow and labor-intensive task.,Label_9
analyzing sound recordings takes a great deal of time and labor.,Label_9
analyzing the recordings can take a long time due to having to review the recording one at a time.,Label_9
"analyzing the recordings takes a lot of time and labor, especially as there are hundreds upon hundreds of hours of records to analyze.",Label_9
analyzing the recordings takes time and a lot of work.,Label_9
analyzing these recordings takes a long time using the traditional approach.,Label_9
analyzing these sounds can be slow and labor-intensive.,Label_9
analyzing these sounds is a very slow process.,Label_9
analyzing the sound recordings are slow and labor intensive.,Label_9
analyzing the sounds can be slow and labor intensive.,Label_9
completing this listening can be a slow and labor-intensive task.,Label_9
going over the recordings of these sounds can be a slow and long process.,Label_9
going through the recordings of a reef is a labor intensive process.,Label_9
going through these recordings can take a long time and require a lot of effort.,Label_9
it can take a lot of time and work to actually listen to coral reefs.,Label_9
it can take a lot of time for people to go through all of the recordings in order to figure out the health of the reefs.,Label_9
it is slow and takes a lot of work and specialized equipment and is challenging to pick out appropriate sounds.,Label_9
it is slow and tedious to analyze the audio recordings of the reefs.,Label_9
it requires listening to hundreds and hundreds of hours of recordings for scientists to analyze.,Label_9
it's a slow process analyzing the data recorded manually.,Label_9
it takes a tremendous amount of time for scientists to analyze the sounds of a reef.,Label_9
it takes a very long time for scientists to analyze and interpret the recorded noise.,Label_9
listening to and analyzing these recordings can be a slow and labor-intensive task.,Label_9
listening to hundreds of hours of recordings can be tedious.,Label_9
listening to the audio recordings of coral reefs can be a slow and laborious process.,Label_9
manually analyzing these audio recordings is a slow and labor-intensive process.,Label_9
recordings of coral reefs can be hundreds of hours long and are difficult to analyze them all.,Label_9
scientists have so many thousands of hours of taped sound that it would be difficult to process them all.,Label_9
studying them can take up a lot of time.,Label_9
the amount of data to be analyzed when recording these sounds is difficult for human scientists to do on their own.,Label_9
the process of analyzing recordings is labor intensive and generally impractical.,Label_9
the process of analyzing reef sounds can be dull and complicated for humans.,Label_9
there are too many hours of audio for scientists to be able to do this.,Label_9
there are too many hours of recorded sound for them to listen to without assistance.,Label_9
there are too many hours of recordings for scientists to analyze on their own.,Label_9
there are too many sound recordings for scientists to analyze themselves.,Label_9
there are too many sounds for scientists to analyze.,Label_9
tracking these sounds can be slow and labor-intensive.,Label_9
"using traditional approaches is difficult and labor-intensive, requiring scientists to listen to hundreds of hours of recordings.",Label_9
analyzing the recordings is a challenging task.,Label_9
analyzing the sounds can be a very arduous job.,Label_9
the process of analyzing these recordings can be deliberate.,Label_9
large amounts of data are required to be collected and interpreted.,Label_9
scientists need to sift through large amounts of data to detect healthy and unhealthy reefs.,Label_9
they need to study recordings.,Label_9
listening to the audio recordings of them underwater helps scientists to review recordings one at a time.,Label_9
old ways of reviewing recordings were very tedious and took a long time.,Label_9
reviewing hours of audio recordings is a slow and difficult task.,Label_9
it's difficult to monitor the sounds of the ocean.,Label_9
it is too time consuming to listen to recordings.,Label_9
there is audio recordings underwater.,Label_9
they must listen specific acoustic traits or look at visual representations of the sound,Label_9
the well-being of reefs and their inhabitants slow and labor-intensive task.,Label_9
it slow and labor-intensive.,Label_9
analyzing the recordings can be a slow and labor intensive process.,Label_9
they listen to audio recordings to see the heath of the reef by listening to certain acoustic traits.,Label_9
"there is many hours of recordings, which is way too much for scientists to analyze.",Label_9
a healthy coral reef makes crackling sounds whereas an unhealthy coral reef is silent.,Optimal_1
healthy coral reefs have loud and crackling sounds like a campfire and unhealthy reefs are quieter.,Optimal_1
"healthy coral reefs make loud, popping sounds but unhealthy reefs are quieter.",Optimal_1
healthy coral reefs produce more and louder noises than an unhealthy reef.,Optimal_1
healthy coral reefs produce more sound than unhealthy coral reefs.,Optimal_1
healthy reefs are much more noisy and unhealthy reefs are quieter.,Optimal_1
healthy reefs have vibrant sounds of life while a dying or dead reef will be almost eerily quiet.,Optimal_1
healthy reefs make a certain sound and unhealthy ones are quieter.,Optimal_1
"reefs that are alive and well have loud, crackling sounds like a campfire whereas dead reefs are quiet.",Optimal_1
a healthy coral reef is loud whereas an unhealthy coral reef is eerily quiet.,Optimal_1
a reef with a better health profile makes significantly discernible sounds compared to its more sickly counterpart.,Optimal_1
crackling noises are produced by healthy reefs and a more quiet reef is likely to be unhealthy.,Optimal_1
healthy coral reefs are full of animals making noise; quiet ones have less life.,Optimal_1
"healthy and unhealthy coral reefs have different soundscapes, with a healthy coral reef sounding much like a campfire.",Optimal_1
"While a sick coral reef is silent, a healthy coral reef produces crackling sounds.",Optimal_1
"The noises produced by the creatures that inhabit a healthy coral reef will be abundant, but an unhealthy coral reef would be silent.",Optimal_1
"Unhealthy coral reefs are quieter, whereas healthy coral reefs make loud, crackling noises like a wildfire.",Optimal_1
More and louder sounds are produced by healthy coral reefs than by sick ones.,Optimal_1
"Compared to sick coral reefs, healthy coral reefs generate more sound.",Optimal_1
"A robust reef produces noise, but a weaker one would often be silent.",Optimal_1
"While ill reefs are quieter, healthy reefs make a lot more noise.",Optimal_1
"A reef that is in good health produces cracking sounds, whereas one that is ill is silent.",Optimal_1
"An sick coral reef will be silent, whereas a good coral reef will be alive with the sounds produced by the species that call it home.",Optimal_1
"The noises of a wildfire are loud and crackling on healthy coral reefs, whereas less healthy reefs are quieter.",Optimal_1
"While ill reefs are quieter, healthy reefs produce loud, popping sounds.",Optimal_1
More sound is produced by healthy coral reefs than by unhealthy ones.,Optimal_1
"While diseased reefs are typically silent, healthy reefs produce noises.",Optimal_1
Reefs that are in good health make a lot more noise than those that are not.,Optimal_1
"While a dying or dead reef may be quiet, a thriving reef will have lively sounds of life.",Optimal_1
"A coral reef in good health will be noisy with the noises of its inhabitants, whereas one in poor condition will be silent.",Optimal_1
"In contrast to sick reefs, which are quieter, healthy coral reefs make loud, crackling noises like a bonfire.",Optimal_1
"While sick reefs are quieter, healthy reefs explode and burst loudly.",Optimal_1
"When a coral reef is in good health, it produces more and louder noises.",Optimal_1
"An sick reef will often be silent, but a good reef will emit noise.",Optimal_1
Reefs in good health make a lot more noise than those in bad health.,Optimal_1
"A decaying or dead reef will be devoid of life, whereas a healthy reef will be alive with lively noises.",Optimal_1
"Whereas an ill coral reef is silent, a healthy coral reef produces cracking sounds.",Optimal_1
"Unhealthy coral reefs are quieter, whereas good reefs make loud, crackling noises like a wildfire.",Optimal_1
"While ill reefs are quieter, healthy reefs produce loud, popping noises.",Optimal_1
"Compared to an unhealthy reef, a healthy reef makes more and louder noises.",Optimal_1
"Compared to sick coral reefs, healthy coral reefs make more noise.",Optimal_1
"healthy ones make loud, crackling sounds and unhealthy ones will sound eerie.",Optimal_1
unhealthy reefs are quieter than healthy reefs.,Optimal_1
"healthy and unhealthy coral reefs make different sounds: A healthy reef makes lots of different noises at different times during the day, while an unhealthy reef is very quiet.",Optimal_1
"healthy corals have a crackling sound, while an unhealthy coral is quieter.",Optimal_1
the more noise there is the better off the coral reef is.,Optimal_1
unhealthy reefs are quieter and a healthy reef is full of animals that make noise.,Optimal_1
"it helps them hear many different sounds, healthy coral reefs sound like a campfire while unhealthy coral reefs sound quieter and more eerie.",Optimal_1
"healthy coral reefs have loud crackling sounds like a campfire, and unhealthy ones sound eerie and quiet.",Optimal_1
healthy coral reefs sound loud and unhealthy coral reefs sound quiet.,Optimal_1
They can listen to if a reef is healthy or unhealthy if a reef is healthy it will attract fish and other animals.,Optimal_1
a coral reef that is healthy creates a large variance of sounds and unhealthy reefs sound dead quiet.,Optimal_1
"if a coral reef is healthy it will produce many loud sounds, but an unhealthy reef will be very quiet.",Optimal_1
"unhealthy coral reefs are quieter, and healthy reefs make lots of noise.",Optimal_1
healthy coral reefs are loud and unhealthy coral reefs are quite.,Optimal_1
healthy reefs are full of lively noise and animals while unhealthy and degraded ones sound empty and eerie.,Optimal_1
"when it is healthy, it makes crackling noises, and when it is not healthy, it doesn't make any sound at all.",Optimal_1
coral reefs have really loud sound like a honk but unhealthy reefs have much more quit sounds.,Optimal_1
"healthy coral reefs have loud, crackling sounds, but unhealthy reefs are quieter.",Optimal_1
"healthy reef will have animals will make noise at different time, but a degrade reef will sound quiet.",Optimal_1
healthy coral sounds are loud with cracks and pops while unhealthy coral is so quiet it's scary.,Optimal_1
"healthy coral reefs have a loud crackling sound, unlike an unhealthy coral reef.",Optimal_1
"if it's healthy it'll make sounds like pops, clicks, whoops, growls and croaks and if it isn't, it'll be dead silent.",Optimal_1
healthy coral reefs are louder and unhealthy coral reefs are quieter.,Optimal_1
it will help them figure out if there are any diseases and it shows them if the coral it's healthy if a coral reef is loud it means it's healthy If it's quiet it means it's not.,Optimal_1
it make different sounds on how healthy it is louder or quiter.,Optimal_1
"Healthy coral reefs make a loud sound similar to a campfire, while unhealthy coral reefs are quieter.",Optimal_1
healthy reefs produce more sound than unhealthy ones.,Optimal_1
healthy coral reefs make louder noises and the computer can listen in on the coral reefs.,Optimal_1
healthy and unhealthy coral reefs produce different sounds; healthy reefs have loud crackling sounds while unhealthy reefs are quieter.,Optimal_1
healthy coral reefs are crackling loud sounds while unhealthy reefs ate quiet and eerie.,Optimal_1
differences between healthy and unhealthy reefs are very distinct when using auditory analysis since healthy reefs have loud crackling sounds while unhealthy reefs sound eerie.,Optimal_1
differences between healthy and unhealthy reefs are very distinct when using auditory analysis since healthy reefs are full of sounds from different animals  while unhealthy reefs sound eerie.,Optimal_1
"a healthy coral reef has loud, crackling sounds while an unhealthy coral reef is quieter.",Optimal_1
"healthy and unhealthy coral reefs produce different sounds: a healthy coral reefs are full of many animals and noises, while an unhealthy coral reef is mostly quiet and will sound eerie.",Optimal_1
"if a coral reef is healthy or unhealthy they make different sounds healthy, coral reefs have a crackling sound while an unhealthy coral reef is quieter.",Optimal_1
healthy coral reefs sound loud like a campfire while unhealthy reefs are quieter.,Optimal_1
the more quiet and eerie the sound the less health it has and the more lively and loud the coral is the healthier it is.,Optimal_1
healthy coral reefs make a lot of sounds and unhealthy ones don't.,Optimal_1
"it produces health which can help determine the state it is in; Healthy reefs produce sounds similar to a campfire, while unhealthy reefs produce eerie and quiet sounds.",Optimal_1
healthy coral reefs make loud crackling while unhealthy reefs are quieter.,Optimal_1
when a coral reef is noisy it helps people understand that it is healthy unlike when it is quiet.,Optimal_1
healthy reefs produce a noise while unhealthy were quiet.,Optimal_1
"a healthy coral reef will often make loud sounds, while an unhealthy coral reef will be quiet and eerie.",Optimal_1
they produce different sounds that can be either crackling sounds similar to a campfire or quieter.,Optimal_1
they can hear different sounds like loud healthy coral reef and quiet reefs.,Optimal_1
a healthy reef makes a loud cracking sound while an unhealthy one doesn't.,Optimal_1
"its sounds can differentiate between a healthy and sick reef, due to the animal calls and interactions, which cause the healthy reefs to sound like campfires while and unhealthy one would be quiet.",Optimal_1
"healthy coral makes crackling sounds, but an unhealthy coral reef sounds eerily quiet.",Optimal_1
"healthy coral reefs make lots of loud noises, while unhealthy ones are quieter.",Optimal_1
"healthy reefs produce a crackling sound, while unhealthy reefs are quieter.",Optimal_1
coral reef has a higher decibel sound than it's healthy but if it has a lower and crackly decimal sound it means it's unhealthy and old.,Optimal_1
an unhealthy coral reef will be very quite while a healthy coral reef will be loud with crackling sounds.,Optimal_1
they produce different sounds that can be either loud or quieter.,Optimal_1
healthy coral reefs have loud crackling sounds while unhealthy reefs are quieter.,Optimal_1
"healthy coral reefs produce more active sounds, while unhealthy coral reefs don't produce very much sound at all.",Optimal_1
a loud coral reef is healthy and a quite coral reef is unhealthy.,Optimal_1
"a healthy coral reef has loud crackling noises, while a degraded coral reef has quiet eerie sounds.",Optimal_1
healthy coral reefs sound like crackling and popping but unhealthy coral reefs sound more quiet.,Optimal_1
healthy coral make different noises 24/7 from all the different animals but a coral that is upset will be very quiet.,Optimal_1
unhealthy reefs are quieter and healthy reefs have animals inside them that make noise.,Optimal_1
healthy coral reefs have loud crackling sounds and unhealthy reefs will be more quiet.,Optimal_1
healthy coral reefs have loud sounds coming from them while unhealthy coral reefs have quiet sounds.,Optimal_1
"healthy coral reefs produce loud, crackling sounds, while unhealthy reefs are quieter.",Optimal_1
"healthy reefs are noisy, while unhealthy reefs are quieter.",Optimal_1
"if it sounds loud, then it is healthy, but if it's quiet, then it is being degraded.",Optimal_1
"healthy and unhealthy coral reefs make different sounds, a healthy coral reef has crackling sounds almost like a campfire, but an unhealthy coral reef does not make any noise at all.",Optimal_1
"these underwater sounds can help determine whether or not the reef and its inhabitants are healthy or not, as a loud coral reef is very healthy, and a quiet coral reef is very unhealthy.",Optimal_1
a healthy coral reef sounds like a campfire and an unhealthy coral reef sounds quiet.,Optimal_1
"healthy reefs are full of sound, while unhealthy reefs are eerie and quiet.",Optimal_1
"healthy reefs are very loud, while unhealthy reefs are silent.",Optimal_1
a healthy reef with sound loud cracking sounds and always have something going on while unhealthy reefs sound uneasily silent.,Optimal_1
"healthy coral reefs have loud, crackling sounds, while unhealthy reefs are quieter.",Optimal_1
if a reef is healthy then it will have many sounds though if it is not healthy it will sound creepy.,Optimal_1
a healthy coral reef would be loud and an unhealthy coral reef would be eerie and scary and quiet.,Optimal_1
"healthy ones have loud sounds, and unhealthy do not.",Optimal_1
"a healthy coral reef has loud, crackling sound where unhealthy coral reef is quieter.",Optimal_1
healthy coral reefs have a loud crackling sound while unhealthy reefs have a quiet and eerie sound.,Optimal_1
"healthy and unhealthy coral reefs make different noises, while healthy reefs are noisy, unhealthy reefs are eerily quiet.",Optimal_1
"healthy coral reefs are loud and make crackling sounds, while unhealthy coral reefs are quieter and eerie.",Optimal_1
healthy coral reefs have vibrant sounds while unhealthy reefs are quieter.,Optimal_1
"healthy reefs sound like a camp fire, while an unhealthy reef sounds really quiet.",Optimal_1
healthy coral reefs make a loud crackling noise like a fire while unhealthy reefs are quieter.,Optimal_1
"healthy reefs are loud, and unhealthy reefs are quieter.",Optimal_1
"healthy reefs are loud, and unhealthy reefs are quieter.",Optimal_1
"healthy and unhealthy coral reefs produce different sounds Healthy coral reefs have loud, crackling sounds similar to a campfire, while unhealthy reefs are quieter.",Optimal_1
"healthy and unhealthy reefs produce different sounds like loud crackling sounds, while unhealthy reefs are quieter.",Optimal_1
healthy reefs are loud while degraded ones are quite.,Optimal_1
the more healthy coral reefs are louder in sound but the unhealthy reefs are more quite.,Optimal_1
a health one makes loud sounds and the unhealthy makes spooky sounds.,Optimal_1
if they are healthy they will make louder noise and if they are unhealthy they will make quieter noise.,Optimal_1
loud reefs are healthy and quiet reefs are unhealthy.,Optimal_1
"healthy reefs are noisy, while unhealthy reefs are quieter.",Optimal_1
if it is quiet that shows it is dead or dying while loud noises show it is healthy.,Optimal_1
"if a coral reef is loud with sounds then it is a healthy reef, but if a coral reef is quite then it is unhealthy.",Optimal_1
the loud sounds are the healthy coral reefs and the unhealthy ones are quiet.,Optimal_1
healthy reefs create a lot of noise while unhealthy reefs do not.,Optimal_1
the sounds of a coral reef can determine the health because healthier reefs have more noise from more species while dying coral are an eerie quiet.,Optimal_1
"healthy coral reefs have loud crackling sounds, and a degraded reef has an eerie sound.",Optimal_1
when it is degraded it will make a different sound that is spooky unlike healthy coral reefs they make a happier more soothing sound.,Optimal_1
"their sounds show if they are good, good sounds are loud and make crackling sounds, but unhealthy reefs are quieter.",Optimal_1
